id	parity	herd	ys	sex	dam	bw	day115	adg115	bf115	lma115	lean115
DDSHXX516022003	6	13	164	1	DDUSWFD13006205	2.68	181.87	617.58	12.72	41.39	55.53
DDSHXX517296704	1	14	173	2	DDSHXX516268402	1.85	184.03	614.85	12.07	49.63	58.99
DDSHXX518164712	4	16	182	2	DDSHXX516137002	1.5	224.15	506.36	10.23	40.29	55.96
DDSHXX516212904	2	18	163	2	DDSHXX515049906	1.7	163.5	692.97	14.42	41.29	54.89
DDSHXX513025810	1	13	134	2	DDUSWFD13020511	1.2	196.53	579.05	13.75	44.17	56.26
DDSHXX518113215	1	15	181	1	DDSHXX517107602	1.7	175.21	646.65	12.36	39.56	54.93
DDSHXX517261103	2	16	173	1	DDSHXX516126304	1.75	153.58	737.4	10.93	45.63	57.82
DDSHXX516144706	1	14	162	2	DDSHXX515157508	1.35	202.78	560.46	15.51	43.33	55.31
DDSHXX518135413	4	11	182	1	DDSHXX516113808	1.2	171.39	663.98	13.14	41.91	55.58
DDSHXX516075203	1	12	161	1	DDSHXX515090002	1.64	158.56	714.93	14.36	62.51	63.25
DDSHXX516056508	6	13	161	2	DDUSWFD13022307	1.7	202.4	559.78	12.89	42.62	55.95
DDSHXX517197405	3	13	172	1	DDSHXX515253702	1.55	173.67	653.25	11.41	45.64	57.65
DDSHXX517275101	3	14	173	1	DDSHXX516045604	2.05	171.72	657.76	16.82	36.65	52.23
DDSHXX517114403	1	11	171	1	DDSHXX516136906	1.85	185.81	608.96	14.68	46.42	56.82
DDSHXX514083605	2	15	142	1	DDUSWFD13021705	1.8	171.94	658.37	7.84	40.78	56.99
DDSHXX515074708	1	6	151	2	DDSHXX514042104	1.38	175.05	649.07	13.73	45.47	56.77
DDSHXX515029202	3	17	154	2	DDUSWFD12022807	2.1	165.45	682.38	17.27	35.35	51.56
DDSHXX517092203	3	12	171	1	DDSHXX515161804	2	191.95	588.69	8.42	50.17	60.48
DDSHXX516035808	1	14	164	2	DDSHXX515041512	1.36	215.42	527.53	13.46	49.5	58.45
DDSHXX518119405	2	12	181	1	DDSHXX516262804	1.7	186.03	609.04	9.96	39.5	55.75
DDSHXX618092005	1	6	181	1	DDSHXX417047804	1.2	187.61	606.58	12.6	47.49	57.96
DDSHXX617107911	4	9	171	1	DDSHXX515080602	1.2	186.33	610.74	14.41	45.13	56.4
DDSHXX617104105	4	9	171	1	DDSHXX515042806	1.3	207.1	549.01	11.95	44.29	56.93
DDSHXX514088012	2	14	142	2	DDUSWFD13004208	1.86	185.82	608.87	12.38	46.3	57.57
DDSHXX516152301	2	14	162	1	DDSHXX515046606	2.65	183.61	611.89	8.7	37.17	55.27
DDSHXX517107505	1	12	171	1	DDSHXX516130106	1.05	177.78	640.96	10.7	44.38	57.41
DDSHXX514150401	3	15	143	1	DDUSACR13064803	1.7	144.43	784.46	13.72	45.44	56.77
DDSHXX516012804	2	16	164	2	DDSHXX514086910	1.56	177.2	640.18	14.09	46.06	56.88
DDSHXX515158903	1	11	152	1	DDSHXX514075308	1.5	169.05	671.4	10.38	47.34	58.68
DDSHXX516155905	2	14	162	1	DDSHXX515041202	1.4	173.1	656.27	11.81	39.09	54.94
DDSHXX518118808	1	12	181	2	DDSHXX517132406	1.75	171.63	659.85	13.73	39.78	54.54
DDSHXX514050406	2	17	141	2	DDUSWFD13020005	2.18	171.03	659.65	15.74	46.69	56.55
DDSHXX517237104	1	12	173	2	DDSHXX516204904	1.5	181.6	625	10.31	48.02	58.97
DDSHXX516291204	5	12	164	2	DDSHXX514042006	1.5	181.96	623.76	11.69	44.63	57.16
DDSHXX515191501	5	17	152	1	DDUSACR12032202	1.92	176.48	640.75	11.57	43.1	56.6
DDSHXX517183506	2	17	172	2	DDSHXX516054602	1.55	189.82	597.67	9.93	42.35	56.88
DDSHXX515175206	1	18	152	2	DDSHXX514087116	1.5	179.39	632.7	9.32	53.21	61.36
DDSHXX517057402	1	17	171	2	DDSHXX516050406	1.35	202.28	561.84	12.72	46.24	57.43
DDSHXX516091104	1	11	161	2	DDSHXX515106508	1.96	175.43	644.36	15.77	63.14	63
DDSHXX516037607	3	15	164	1	DDSHXX514059806	1.28	191.01	595.36	12.8	41.19	55.42
DDSHXX516122505	5	17	161	1	DDSHXX513004604	1.4	160.68	707	12.14	39.28	54.9
DDSHXX518050908	1	16	184	2	DDSHXX517070304	1.3	205.83	552.4	12.63	38.35	54.36
DDSHXX517219718	5	15	172	2	DDSHXX515046306	2	181.5	622.59	10.7	39.48	55.48
DDSHXX515100203	1	15	151	1	DDSHXX514056506	1.4	183.18	620.16	10.42	32.18	52.71
DDSHXX517237107	1	16	173	1	DDSHXX516204904	0.95	190.12	599.88	11.14	44.77	57.41
DDSHXX518012307	2	12	184	1	DDSHXX516181302	2.15	170.38	662.34	11.57	38.58	54.82
DDSHXX517221409	1	12	172	1	DDSHXX516223006	1.7	164.15	690.22	11.97	43.78	56.73
DDSHXX515226502	1	13	153	2	DDSHXX514155806	1.4	214.37	529.92	16.88	44.69	55.37
DDSHXX516063602	1	12	161	2	DDSHXX515077506	1.7	184.56	613.89	13.07	51.12	59.22
DDSHXX517106507	1	12	171	1	DDSHXX516129202	1.35	200.92	565.65	10.29	41.05	56.24
DDSHXX517314401	1	13	174	1	DDSHXX516296502	1.8	212.44	532.86	9.33	46.48	58.71
DDSHXX518084602	1	14	181	2	DDSHXX517115108	1.85	202.03	560.07	14.32	47.74	57.46
DDSHXX517106107	4	12	171	1	DDSHXX515000804	1.5	175.27	647.57	9.84	44.52	57.76
DDSHXX517221804	3	12	172	2	DDSHXX515265306	2	174.81	646.42	12.73	39.96	54.96
DDSHXX514146002	3	16	143	2	DDUSWFD13006205	1.76	157.63	718.39	NA	45.04	53.65
DDSHXX514148008	1	16	143	2	DDSHXX513024706	1.54	178	637.42	16.12	47.12	56.59
DDSHXX517220004	3	15	172	2	DDSHXX515273102	1.9	178.4	633.97	9.68	47.22	58.88
DDSHXX518128103	3	12	181	1	DDSHXX516221806	2.4	169.87	662.86	10.35	44.33	57.51
DDSHXX518187502	1	14	182	2	DDSHXX517166008	1.7	201.9	561.17	9.2	45.5	58.37
DDSHXX518111703	1	12	181	1	DDSHXX517079104	1.95	180.22	627.29	10.47	52.55	60.7
DDSHXX517109207	1	11	171	1	DDSHXX516137002	1.6	182.24	622.26	12.12	44.63	57.01
DDSHXX516225805	2	17	163	1	DDSHXX515117504	1.75	175.64	644.78	11.44	45.07	57.42
DDSHXX516271110	5	12	163	2	DDSHXX514049908	1.4	191.59	592.93	10.28	46.42	58.35
DDSHXX514139402	3	16	143	2	DDUSACS13001202	1.1	192.03	593.14	9.54	51.93	60.78
DDSHXX518093008	1	15	181	2	DDSHXX517096702	1.5	233.72	485.62	9.67	46.35	58.54
DDSHXX516116906	4	16	161	2	DDSHXX513026010	1.4	204.48	555.56	11.24	40.02	55.5
DDSHXX516253509	5	13	163	1	DDSHXX513026508	1.85	167.61	675.08	12.16	41.84	55.9
DDSHXX514066401	2	16	142	1	DDUSWFD13002307	1.85	169.17	668.85	10.46	40.66	56.03
DDSHXX515193606	1	17	152	2	DDSHXX514106810	1.64	201.36	562.97	12.4	45.48	57.24
DDSHXX515257606	2	11	153	2	DDSHXX514067210	1.24	179.86	632.49	14.76	41.07	54.69
DDSHXX518194710	1	14	182	2	DDSHXX517227014	1.4	198.47	572.38	14.15	48.91	57.98
DDSHXX515185405	2	16	152	1	DDSHXX513021006	2.4	151.52	743.14	11.21	45.66	57.73
DDSHXX516108111	2	16	161	1	DDSHXX514161402	2	153.79	734.77	12.28	42.51	56.12
DDSHXX515257105	2	18	153	1	DDSHXX514063910	1.56	190.14	596.61	10.64	33.56	53.18
DDSHXX517214110	5	15	172	2	DDSHXX515042302	1.1	215.99	527.34	14.34	49.09	57.98
DDSHXX518084601	1	14	181	1	DDSHXX517115108	1.9	187.42	603.46	9.26	43.5	57.56
DDSHXX516059201	4	13	161	1	DDSHXX513009002	1.5	201.32	563.78	8.84	35.88	54.72
DDSHXX618076713	3	6	181	1	DDSHXX516152304	1.5	181.43	625.59	12.98	40.63	55.14
DDSHXX517084303	2	13	171	1	DDSHXX515270004	2.2	190.42	592.37	10.49	50.67	59.95
DDSHXX516138606	1	15	162	2	DDSHXX515101408	1.65	171.86	659.55	10.72	47.19	58.5
DDSHXX618138102	1	2	182	2	DDSHXX417069210	1.6	204.29	555.09	15.19	48.99	57.65
DDSHXX518135210	2	11	182	2	DDSHXX517045308	2	182.25	620.03	12.12	43.95	56.74
DDSHXX518116504	1	15	181	2	DDSHXX517130604	1.35	188.77	602.06	14.47	42.38	55.3
DDSHXX517233502	2	11	173	2	DDSHXX516097202	2.1	220.21	512.69	12.26	41.87	55.87
DDSHXX517045303	3	16	174	1	DDSHXX515128806	1.9	187.46	603.33	10.62	44.97	57.67
DDSHXX518039407	2	16	184	1	DDSHXX516197006	1.4	185.05	613.89	12.93	39.99	54.9
DDSHXX515183202	1	16	152	2	DDSHXX514095004	1.5	196.04	578.96	9.87	44.44	57.72
DDSHXX515125806	1	13	152	2	DDSHXX514066412	1.12	210.27	541.59	16.74	37.5	52.59
DDSHXX518146808	1	18	182	2	DDSHXX517159604	1.55	199.07	569.9	9.9	48.39	59.26
DDSHXX518000607	3	12	184	1	DDSHXX516099204	1.7	182.65	620.31	10.02	38.82	55.46
DDSHXX517144207	1	16	172	1	DDSHXX516140404	1.45	192.28	590.55	9.43	46.15	58.54
DDSHXX517200706	2	13	172	2	DDSHXX516072806	1.6	192.49	589.12	10.12	45.62	58.1
DDSHXX517137101	2	18	172	1	DDSHXX516032602	1.7	175.47	645.69	14.93	46.25	56.66
DDSHXX516263205	4	15	163	1	DDSHXX514064304	1.4	186.06	610.56	10.63	47.69	58.73
DDSHXX518003201	2	12	184	1	DDSHXX516212102	1.5	161.94	700.88	10.56	41.05	56.15
DDSHXX517012106	3	18	174	2	DDSHXX515085302	1.3	175.13	649.23	12.28	46.49	57.68
DDSHXX516113803	3	16	161	1	DDSHXX514079814	1.9	155.23	728.6	12.18	48.36	58.45
DDSHXX518218404	4	13	182	2	DDSHXX516141610	1.8	214.77	527.08	10.29	44.63	57.65
DDSHXX518128402	1	11	181	2	DDSHXX517142508	1.85	212.04	533.63	10.66	42.64	56.74
DDSHXX514050405	2	10	141	1	DDUSWFD13020005	2.06	186.18	606.62	14.44	31.28	50.95
DDSHXX515204505	2	17	153	1	DDSHXX514048802	1.36	187.59	605.79	19.28	43.74	54.16
DDSHXX517289602	3	14	173	2	DDSHXX516054602	1.9	186.56	606.24	9.64	44.4	57.78
DDSHXX517263805	2	16	173	1	DDSHXX516136904	1.95	172.75	654.41	9.19	37.93	55.4
DDSHXX515191502	5	17	152	2	DDUSACR12032202	2.04	198.9	567.92	8.14	46.52	59.14
DDSHXX517272301	1	17	173	1	DDSHXX516267402	1.5	166.49	681.72	8.75	42.46	57.33
DDSHXX516271114	5	15	163	2	DDSHXX514049908	1.45	187.76	604.76	11.49	49.61	59.18
DDSHXX516064106	6	12	161	2	DDUSWFD13000906	1.2	194.49	585.12	11.54	57.35	62.21
DDSHXX518125208	3	11	181	2	DDSHXX516184004	1.6	197.84	573.19	10.97	41.63	56.23
DDSHXX516063001	3	13	161	1	DDSHXX514061602	1.7	165.78	683.44	13.47	42.16	55.57
DDSHXX516027705	2	15	164	1	DDSHXX514109206	2.04	189.85	595	10.79	42.1	56.48
DDSHXX517279610	2	17	173	2	DDSHXX516126502	1.2	161.72	703.69	14.96	49.69	58
DDSHXX515199701	1	17	153	1	DDSHXX514101302	2.32	173.21	650.54	13.71	40.06	54.66
DDSHXX517262508	5	16	173	2	DDSHXX515035206	1.9	194.91	580.27	14.98	50.09	58.15
DDSHXX517016504	3	18	174	2	DDSHXX515107808	1.9	167.46	675.39	13.11	53.73	60.24
DDSHXX515131510	5	12	152	2	DDUSACS12022403	0.76	194.18	588.32	11.75	33.34	52.7
DDSHXX516172203	1	12	162	1	DDSHXX515155204	2.05	177.12	637.7	14.53	39.6	54.19
DDSHXX515118803	1	14	151	1	DDSHXX514046604	1.2	169.35	671.98	17.83	41.77	53.89
DDSHXX517102802	1	12	171	2	DDSHXX516084704	1.4	191.5	593.21	13.01	45.43	57.01
DDSHXX514082610	2	15	142	2	DDUSWFD13020102	1.68	176.41	642.37	10.85	42.19	56.49
DDSHXX517114012	1	11	171	2	DDSHXX516120106	0.9	188.58	605.05	12.01	38.74	54.73
DDSHXX516261203	1	13	163	1	DDSHXX515274604	1.85	180.44	627.08	14.27	38.64	53.9
DDSHXX516182608	2	11	162	2	DDSHXX515053108	1.35	196.98	576.96	12.37	46.54	57.67
DDSHXX515030904	1	17	154	2	DDSHXX513029102	1.76	190.34	594.94	8.92	45.57	58.5
DDSHXX517100706	6	12	171	2	DDSHXX514059710	1.7	176.9	640.47	17.07	43.31	54.76
DDSHXX516249912	2	13	163	2	DDSHXX515154502	1.5	195.59	580.3	12.89	45.17	56.95
DDSHXX514070703	2	16	142	1	DDUSWFD13006905	1.35	171.61	662.26	12.14	38.99	54.79
DDSHXX516269102	2	15	163	2	DDSHXX515163508	1.85	177.41	637.79	10.48	42.83	56.87
DDSHXX517230303	6	12	173	1	DDSHXX514110208	1.75	174.75	648.07	9.67	40.64	56.3
DDSHXX518247004	6	11	183	2	DDSHXX515230902	1.75	174.96	647.29	11.2	44.17	57.15
DDSHXX518094910	4	14	181	2	DDSHXX516060704	1.4	200.57	566.39	13.15	44.2	56.48
DDSHXX515253704	2	11	153	2	DDSHXX514051904	1.88	164.38	688.16	13.87	49.29	58.23
DDSHXX515191208	2	17	152	2	DDSHXX513009008	1.16	188.87	602.74	13.71	44.51	56.4
DDSHXX515134806	4	13	152	2	DDUSWFD12022805	2	191.17	591.1	18.22	48.86	56.54
DDSHXX517073316	1	13	171	2	DDSHXX516076502	1.3	194.44	584.76	15.92	45.85	56.16
DDSHXX517227003	1	12	173	1	DDSHXX516194204	1.45	160.74	706.42	10.76	45.67	57.89
DDSHXX517289101	2	14	173	1	DDSHXX516177104	1.95	162.44	695.95	13.15	45.64	57.04
DDSHXX517156110	1	16	172	2	DDSHXX516141610	1.35	220.77	514.79	12.38	45.17	57.13
DDSHXX517094303	6	15	171	1	DDSHXX514059006	2	169.48	666.75	13.84	43.48	55.95
DDSHXX516075206	1	12	161	2	DDSHXX515090002	1.35	203.71	557.9	12.4	44.03	56.67
DDSHXX516224805	1	16	163	1	DDSHXX515218304	1.75	159.17	711.5	10.23	39.61	55.7
DDSHXX518070007	1	14	181	1	DDSHXX517071404	1.5	189.36	599.39	13.34	40.3	54.88
DDSHXX515094606	2	7	151	2	DDSHXX513019306	1.5	178.91	634.4	13.93	45.22	56.61
DDSHXX518001602	1	15	184	2	DDSHXX517033902	1.4	186.57	608.89	12.59	46.07	57.41
DDSHXX517245104	2	11	173	2	DDSHXX516136606	1.65	186.83	606.7	9.45	43.3	57.42
DDSHXX515227604	5	13	153	2	DDUSWFD13004106	1.2	214.35	530.91	11.93	46.52	57.82
DDSHXX518118405	4	12	181	1	DDSHXX516082704	1.75	162.54	696.75	9.74	41.03	56.43
DDSHXX515057309	4	4	151	1	DDUSWFD13003909	1.94	160.62	703.9	12.62	43.55	56.41
DDSHXX517222110	1	12	172	2	DDSHXX516214804	1.35	181.81	625.1	10.29	49.49	59.56
DDSHXX517249103	5	18	173	1	DDSHXX515080604	1	191.56	595.11	14.38	40	54.4
DDSHXX518080210	1	14	181	2	DDSHXX517079408	1.25	207.68	547.72	19.4	42.38	53.58
DDSHXX517091904	4	15	171	2	DDSHXX515041512	2	171.65	658.32	12.77	52.23	59.77
DDSHXX517177609	4	14	172	1	DDSHXX515052904	1.3	193.09	588.84	8.18	44.16	58.2
DDSHXX517170306	1	17	172	2	DDSHXX516162102	1.6	188.18	602.61	11.51	45.12	57.41
DDSHXX514079814	2	15	142	2	DDUSWFD12022807	2.32	188.82	596.76	11.35	55.55	61.57
DDSHXX518096108	1	14	181	2	DDSHXX517113102	1.25	205.87	552.53	10.62	41.83	56.43
DDSHXX518093105	1	14	181	1	DDSHXX517098504	1.5	214.66	528.74	12.06	49.76	59.04
DDSHXX516056504	6	14	161	2	DDUSWFD13022307	2	171.97	657.09	12.56	40.47	55.22
DDSHXX516130903	6	15	162	1	DDUSWFD13007106	1.9	175	646.29	9.87	46.66	58.59
DDSHXX515273104	6	16	154	2	DDUSWFD13002408	1.96	178.77	632.32	13.04	42.87	55.99
DDSHXX516286008	5	12	164	2	DDSHXX514048802	1.25	171.11	664.78	13	41.46	55.45
DDSHXX618069513	4	5	181	1	DDSHXX616121802	1.7	185.7	610.12	9.56	36.23	54.6
DDSHXX514192802	1	13	144	2	DDSHXX513021008	1.06	192.5	591.9	9.67	45.33	58.14
DDSHXX516078303	4	12	161	1	DDSHXX513019508	2.32	179.61	627.36	12.79	NA	65.17
DDSHXX518144611	5	18	182	1	DDSHXX515261308	1.9	190.8	592.77	10.35	39.22	55.5
DDSHXX515090302	1	6	151	2	DDSHXX514046610	1.84	173.55	652.03	15.39	40.83	54.37
DDSHXX518156503	2	18	182	1	DDSHXX517047702	1.9	193.05	585.86	10.27	41.92	56.59
DDSHXX518198303	1	14	182	1	DDSHXX517204310	1.9	181.01	624.83	11.38	45.15	57.47
DDSHXX518146111	3	18	182	1	DDSHXX516223008	2	189.27	597.03	11.44	42.06	56.24
DDSHXX518215810	2	13	182	2	DDSHXX517092504	1.45	186.14	610.02	11.55	46.74	58.04
DDSHXX517196606	2	13	172	2	DDSHXX516063008	1.9	162.47	696.13	11.23	50.91	59.79
DDSHXX514063511	2	16	142	1	DDUSWFD13021308	2.15	182.89	617.04	12.02	43.58	56.63
DDSHXX516230504	1	17	163	2	DDSHXX515230902	1.6	180.49	628.29	14.65	48.81	57.77
DDSHXX516059203	4	13	161	1	DDSHXX513009002	1.5	182.05	623.46	12.19	39.49	54.96
DDSHXX517298405	3	14	174	1	DDSHXX516060708	1.9	183.67	615.78	9.69	49.24	59.67
DDSHXX517084402	2	13	171	2	DDSHXX515270002	1.95	208.07	543.33	8.26	49.04	60.09
DDSHXX516098104	1	18	161	2	DDSHXX515104304	1.88	164.81	686.37	18.52	58.15	60.08
DDSHXX517191607	1	13	172	1	DDSHXX516184004	1	180.39	631.96	11.19	40.1	55.55
DDSHXX516034606	1	15	164	2	DDSHXX515053104	1.28	199.57	569.83	13.17	46.72	57.46
DDSHXX518189802	3	14	182	2	DDSHXX516267402	1.95	191.87	589.2	7.69	40.58	56.97
DDSHXX516100405	6	18	161	1	DDUSWFD13020102	2.04	170.39	662.95	9.78	61.84	64.59
DDSHXX518126708	2	11	181	2	DDSHXX516293204	1.7	180.76	626.8	12.12	47.16	58
DDSHXX517244109	1	11	173	1	DDSHXX516221802	1.4	179.71	632.13	12.41	38.72	54.58
DDSHXX514084705	2	15	142	1	DDUSWFD13021208	1.52	175.45	646.79	10.73	46.97	58.41
DDSHXX517132406	3	18	171	2	DDSHXX515202304	1.65	184.64	613.9	16.1	47.24	56.64
DDSHXX515273106	6	16	154	2	DDUSWFD13002408	2.08	179.17	630.24	17.07	41.38	54
DDSHXX516285404	5	12	164	2	DDSHXX514050006	1.45	186.61	608.49	13.42	46.5	57.29
DDSHXX515193601	1	17	152	1	DDSHXX514106810	2	184.42	612.73	12.23	45.98	57.5
DDSHXX518029302	4	11	184	2	DDSHXX515270006	1.6	210.98	537.49	12.37	42.44	56.06
DDSHXX518164703	4	16	182	1	DDSHXX516137002	2.05	182.08	620.33	11.43	44.01	57.01
DDSHXX517293502	2	14	173	2	DDSHXX516181304	1.95	184.02	614.34	11.79	51.91	59.98
DDSHXX515094602	2	7	151	2	DDSHXX513019306	1.6	168.05	674.8	16.37	38.36	53.06
DDSHXX517104111	3	12	171	1	DDSHXX515140906	1.2	174.22	653.2	7.71	47.85	59.81
DDSHXX516291203	5	12	164	1	DDSHXX514042006	1.8	176.48	641.43	11.21	39.24	55.21
DDSHXX517231006	6	11	173	2	DDSHXX514050404	1.4	185.56	612.2	12.72	46.23	57.43
DDSHXX516140004	2	15	162	2	DDSHXX515053404	2.15	185.88	607.11	11.6	42.03	56.17
DDSHXX517313106	4	12	174	2	DDSHXX515230902	1.5	180.06	630.35	12.94	50.92	59.19
DDSHXX518203504	1	14	182	2	DDSHXX517221404	1.75	187.17	605.06	11.57	44.96	57.33
DDSHXX515185006	5	17	152	2	DDUSWFD12023210	1.6	219.5	516.63	13.22	46.11	57.2
DDSHXX516218208	2	16	163	2	DDSHXX515104304	1.7	185.88	609.53	9.81	48.85	59.47
DDSHXX518249103	1	11	183	1	DDSHXX517261002	1.55	230.04	493.18	9.9	41.02	56.37
DDSHXX517222106	1	11	172	2	DDSHXX516214804	1.55	244.67	463.69	15.18	50.2	58.13
DDSHXX518236610	1	12	183	2	DDSHXX517262004	1.5	175.7	645.99	9.21	47.92	59.32
DDSHXX516280609	4	12	164	1	DDSHXX514095010	1	179.36	635.59	11.17	40.41	55.68
DDSHXX518239608	2	12	183	2	DDSHXX517098502	2.05	172.31	655.5	10.54	48.84	59.21
DDSHXX517194103	2	13	172	1	DDSHXX516083012	2	161.52	699.6	9.41	46.62	58.74
DDSHXX515191604	1	17	152	2	DDSHXX514101306	1.96	188.43	599.9	12.54	49.61	58.82
DDSHXX514181202	3	13	144	2	DDUSWFD13060010	1.64	166.62	680.35	9.67	46.95	58.78
DDSHXX517201310	2	15	172	2	DDSHXX516084706	1.4	220.27	515.73	8.25	45.3	58.62
DDSHXX518200507	4	14	182	1	DDSHXX516125304	2.25	188.08	599.48	11.31	47.98	58.61
DDSHXX516246813	3	14	163	1	DDSHXX515004104	1.55	176.52	642.7	10.88	47.01	58.38
DDSHXX518111707	1	15	181	1	DDSHXX517079104	1.45	196.83	576.89	9.78	43.94	57.55
DDSHXX516097503	6	18	161	1	DDUSWFD13002407	1.76	198.51	570.45	15.19	60.69	62.24
DDSHXX517157408	6	17	172	2	DDSHXX514079806	1.85	184.35	613.78	12.79	49.6	58.73
DDSHXX518041508	3	18	184	2	DDSHXX516063004	1	197.68	576.69	17.94	41.15	53.61
DDSHXX515202303	2	17	153	1	DDSHXX514042106	1.56	173.17	655.08	13.57	47.44	57.6
DDSHXX516205104	3	18	162	2	DDSHXX514181402	1.55	162.03	700.18	10.8	44.35	57.36
DDSHXX516165106	3	13	162	2	DDSHXX514130510	1.7	173.14	654.38	12.7	46.32	57.47
DDSHXX517323603	1	15	174	1	DDSHXX516299102	1.6	185.5	611.32	12.79	44.92	56.89
DDSHXX515218310	2	14	153	2	DDSHXX514050006	2.24	155.78	723.84	15.17	41.91	54.87
DDSHXX516172001	3	12	162	1	DDSHXX514101812	1.45	174.92	649.15	13.03	43.36	56.19
DDSHXX517047705	3	16	174	1	DDSHXX515128810	1.8	166.33	680.57	15.28	50.43	58.18
DDSHXX517220410	4	12	172	2	DDSHXX515152910	1.35	178.73	635.88	13	48.83	58.35
DDSHXX517115106	4	12	171	2	DDSHXX515080604	1.35	182.12	624.04	13.08	43.06	56.06
DDSHXX516266612	1	15	163	2	DDSHXX515273112	1.6	197.41	574.44	11.67	42.52	56.34
DDSHXX515054101	2	16	151	1	DDSHXX513007412	1.8	159.36	710.34	12.62	39.15	54.68
DDSHXX515207802	2	15	153	2	DDSHXX514050010	1.6	183.47	618.08	15.86	42.71	54.95
DDSHXX517289104	2	14	173	2	DDSHXX516177104	1.45	185.07	613.55	12.09	58.73	62.56
DDSHXX516257208	3	13	163	2	DDSHXX515031004	1.85	170.59	663.29	13.67	38.79	54.17
DDSHXX514058305	2	18	141	1	DDUSWFD13001107	2.48	157.53	714.28	11.16	47.27	58.38
DDSHXX516157701	4	13	162	1	DDSHXX514059806	2.45	182.11	618.03	8.61	41.78	57.11
DDSHXX618086905	5	6	181	1	DDSHXX515169004	1.7	185.78	609.86	11.72	37.35	54.29
DDSHXX517257001	5	18	173	1	DDSHXX515080606	1.65	171	662.87	10.6	40	55.72
DDSHXX518050102	1	16	184	2	DDSHXX517061610	1.45	182.33	622.77	12.33	49.22	58.74
DDSHXX517323001	4	15	174	1	DDSHXX515176502	1.65	180.42	628.26	14.83	50.61	58.41
DDSHXX516285902	3	12	164	2	DDSHXX515010904	1.9	173.5	651.87	12.58	50.67	59.22
DDSHXX517163604	3	14	172	2	DDSHXX515232802	1.65	196.73	576.17	10.28	44.55	57.62
DDSHXX515134107	4	12	152	1	DDUSWFD13021808	1.68	189.76	597.18	7.97	43.46	58
DDSHXX516083303	3	11	161	1	DDSHXX514059008	2.16	167.25	674.68	11.52	NA	NA
DDSHXX517261611	2	16	173	1	DDSHXX516133502	1.4	200.05	567.86	8.1	41.13	57.04
DDSHXX617110306	3	9	172	2	DDSHXX515202306	1.65	178.59	634.69	13.24	45.24	56.86
DDSHXX515109901	1	15	151	1	DDSHXX514036606	1.6	183.95	616.47	19.21	35.96	51.12
DDSHXX515207402	5	15	153	2	DDUSWFD13001706	2.12	178.96	630.76	10.96	45.07	57.59
DDSHXX518053808	3	16	181	2	DDSHXX516126304	1.5	190.98	594.3	11.76	48.24	58.55
DDSHXX517129903	4	18	171	1	DDSHXX515053108	1.65	172.86	655.73	14.1	42.01	55.29
DDSHXX518143001	1	18	182	1	DDSHXX517160010	1.4	198.29	572.9	10.65	41.72	56.38
DDSHXX516221703	6	16	163	1	DDUSWFD13000905	1.3	166.71	682.02	12.19	41.7	55.83
DDSHXX518059308	6	17	181	2	DDSHXX515077506	1.4	178	638.2	13.92	43.37	55.88
DDSHXX515020613	3	17	154	1	DDUSWFD13000305	1.72	166.14	681.83	11.61	43.16	56.61
DDSHXX516021109	2	15	164	1	DDSHXX514105310	1.96	182.36	619.87	12.29	44.46	56.88
DDSHXX515163502	4	18	152	2	DDUSWFD13000305	2.8	178.75	627.69	12.44	42.81	56.18
DDSHXX517294203	4	14	173	1	DDSHXX515177506	1.4	190.02	597.83	10.11	42.49	56.87
DDSHXX515212011	2	15	153	1	DDSHXX514051604	1.68	208.66	543.08	12.82	36.77	53.68
DDSHXX517132409	3	18	171	1	DDSHXX515202304	1.65	164.83	687.68	10.29	47.17	58.64
DDSHXX518062006	6	16	181	2	DDSHXX515054102	2	169.19	667.89	15.16	43.71	55.58
DDSHXX517317105	4	13	174	1	DDSHXX515253704	2	171.76	657.89	12.73	40.01	54.98
DDSHXX514133304	3	11	143	2	DDUSACR13061105	1.62	154.53	733.71	14.66	41.35	54.83
DDSHXX517025404	1	16	174	2	DDSHXX516059202	1.4	197.74	574.49	14.09	48.46	57.82
DDSHXX516299308	3	11	164	2	DDSHXX515077506	1.7	189.42	598.14	12.79	52.67	59.93
DDSHXX514110002	3	18	143	2	DDUSWFD13020005	1.7	172.52	656.74	11.63	49.36	59.04
DDSHXX518172306	1	16	182	2	DDSHXX517104002	1.8	215.91	524.29	9.25	50.58	60.35
DDSHXX517091604	2	15	171	2	DDSHXX515265808	1.5	188.71	601.45	12.14	55.05	61.09
DDSHXX517155706	1	17	172	2	DDSHXX516177002	1.6	189.45	598.57	9.6	47.5	59.02
DDSHXX516075714	6	12	161	2	DDUSACS12022403	1.2	193.67	587.6	15.2	47.22	56.95
DDSHXX518039816	2	16	184	2	DDSHXX516230904	1.4	194.92	582.8	13.04	46.65	57.48
DDSHXX516075703	6	12	161	1	DDUSACS12022403	1.88	191.54	590.58	15.13	48.94	57.65
DDSHXX516168306	1	12	162	2	DDSHXX515158906	1.05	193.11	590.08	14.56	48.67	57.74
DDSHXX516282502	4	12	164	2	DDSHXX514110306	1.55	189.73	597.95	10.61	44.56	57.51
DDSHXX514135203	3	11	143	1	DDUSWFD13004206	1.54	214.09	529.96	14.03	38.93	54.1
DDSHXX516263101	2	15	163	1	DDSHXX515152910	1.9	185.93	608.29	9.01	45.04	58.26
